match_id,season,date,innings_number,over_number,batting_team,bowling_team,final_stabilized_probability,eventual_winner
1422130,2024,2024-03-31,2,18,Gujarat Titans,Sunrisers Hyderabad,0.989,Gujarat Titans
1422130,2024,2024-03-31,2,19,Gujarat Titans,Sunrisers Hyderabad,0.989,Gujarat Titans
1422130,2024,2024-03-31,2,20,Gujarat Titans,Sunrisers Hyderabad,0.989,Gujarat Titans
1422132,2024,2024-04-01,2,3,Rajasthan Royals,Mumbai Indians,0.8557,Rajasthan Royals
1422132,2024,2024-04-01,2,4,Rajasthan Royals,Mumbai Indians,0.9206,Rajasthan Royals
1422132,2024,2024-04-01,2,7,Rajasthan Royals,Mumbai Indians,0.879,Rajasthan Royals
1422132,2024,2024-04-01,2,8,Rajasthan Royals,Mumbai Indians,0.879,Rajasthan Royals
1422132,2024,2024-04-01,2,9,Rajasthan Royals,Mumbai Indians,0.879,Rajasthan Royals
1422132,2024,2024-04-01,2,10,Rajasthan Royals,Mumbai Indians,0.879,Rajasthan Royals
1422132,2024,2024-04-01,2,11,Rajasthan Royals,Mumbai Indians,0.92,Rajasthan Royals
1422132,2024,2024-04-01,2,12,Rajasthan Royals,Mumbai Indians,0.92,Rajasthan Royals
1422132,2024,2024-04-01,2,15,Rajasthan Royals,Mumbai Indians,0.9868,Rajasthan Royals
1422132,2024,2024-04-01,2,16,Rajasthan Royals,Mumbai Indians,0.858,Rajasthan Royals
1422135,2024,2024-04-04,2,19,Punjab Kings,Gujarat Titans,0.9742,Punjab Kings
1422136,2024,2024-04-05,2,4,Sunrisers Hyderabad,Chennai Super Kings,0.9286,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,5,Sunrisers Hyderabad,Chennai Super Kings,0.9286,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,6,Sunrisers Hyderabad,Chennai Super Kings,0.9286,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,7,Sunrisers Hyderabad,Chennai Super Kings,0.9948,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,8,Sunrisers Hyderabad,Chennai Super Kings,0.9948,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,9,Sunrisers Hyderabad,Chennai Super Kings,0.9948,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,10,Sunrisers Hyderabad,Chennai Super Kings,0.94,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,11,Sunrisers Hyderabad,Chennai Super Kings,1.0,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,12,Sunrisers Hyderabad,Chennai Super Kings,0.9355,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,13,Sunrisers Hyderabad,Chennai Super Kings,0.9355,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,14,Sunrisers Hyderabad,Chennai Super Kings,0.9355,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,15,Sunrisers Hyderabad,Chennai Super Kings,0.9355,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,16,Sunrisers Hyderabad,Chennai Super Kings,0.9742,Sunrisers Hyderabad
1422136,2024,2024-04-05,2,17,Sunrisers Hyderabad,Chennai Super Kings,0.9742,Sunrisers Hyderabad
1422137,2024,2024-04-06,2,11,Rajasthan Royals,Royal Challengers Bengaluru,1.0,Rajasthan Royals
1422137,2024,2024-04-06,2,12,Rajasthan Royals,Royal Challengers Bengaluru,1.0,Rajasthan Royals
1422137,2024,2024-04-06,2,13,Rajasthan Royals,Royal Challengers Bengaluru,1.0,Rajasthan Royals
1422137,2024,2024-04-06,2,14,Rajasthan Royals,Royal Challengers Bengaluru,1.0,Rajasthan Royals
1422137,2024,2024-04-06,2,15,Rajasthan Royals,Royal Challengers Bengaluru,0.9,Rajasthan Royals
1422137,2024,2024-04-06,2,16,Rajasthan Royals,Royal Challengers Bengaluru,1.0,Rajasthan Royals
1422139,2024,2024-04-07,2,5,Gujarat Titans,Lucknow Super Giants,0.8516,Lucknow Super Giants
1422139,2024,2024-04-07,2,6,Gujarat Titans,Lucknow Super Giants,0.8516,Lucknow Super Giants
1426260,2024,2024-04-08,2,7,Chennai Super Kings,Kolkata Knight Riders,0.8876,Chennai Super Kings
1426260,2024,2024-04-08,2,8,Chennai Super Kings,Kolkata Knight Riders,0.8876,Chennai Super Kings
1426260,2024,2024-04-08,2,9,Chennai Super Kings,Kolkata Knight Riders,0.8876,Chennai Super Kings
1426260,2024,2024-04-08,2,10,Chennai Super Kings,Kolkata Knight Riders,0.8876,Chennai Super Kings
1426260,2024,2024-04-08,2,11,Chennai Super Kings,Kolkata Knight Riders,0.9615,Chennai Super Kings
1426260,2024,2024-04-08,2,12,Chennai Super Kings,Kolkata Knight Riders,0.9615,Chennai Super Kings
1426260,2024,2024-04-08,2,13,Chennai Super Kings,Kolkata Knight Riders,0.92,Chennai Super Kings
1426260,2024,2024-04-08,2,14,Chennai Super Kings,Kolkata Knight Riders,0.92,Chennai Super Kings
1426260,2024,2024-04-08,2,15,Chennai Super Kings,Kolkata Knight Riders,0.92,Chennai Super Kings
1426260,2024,2024-04-08,2,16,Chennai Super Kings,Kolkata Knight Riders,0.9916,Chennai Super Kings
1426260,2024,2024-04-08,2,17,Chennai Super Kings,Kolkata Knight Riders,0.9916,Chennai Super Kings
1426260,2024,2024-04-08,2,18,Chennai Super Kings,Kolkata Knight Riders,0.9916,Chennai Super Kings
1426263,2024,2024-04-11,2,5,Mumbai Indians,Royal Challengers Bengaluru,0.8516,Mumbai Indians
1426263,2024,2024-04-11,2,6,Mumbai Indians,Royal Challengers Bengaluru,0.8516,Mumbai Indians
1426263,2024,2024-04-11,2,7,Mumbai Indians,Royal Challengers Bengaluru,0.8585,Mumbai Indians
1426263,2024,2024-04-11,2,8,Mumbai Indians,Royal Challengers Bengaluru,0.8585,Mumbai Indians
1426263,2024,2024-04-11,2,9,Mumbai Indians,Royal Challengers Bengaluru,0.8585,Mumbai Indians
1426263,2024,2024-04-11,2,10,Mumbai Indians,Royal Challengers Bengaluru,0.8585,Mumbai Indians
1426263,2024,2024-04-11,2,11,Mumbai Indians,Royal Challengers Bengaluru,1.0,Mumbai Indians
1426263,2024,2024-04-11,2,12,Mumbai Indians,Royal Challengers Bengaluru,1.0,Mumbai Indians
1426263,2024,2024-04-11,2,13,Mumbai Indians,Royal Challengers Bengaluru,1.0,Mumbai Indians
1426263,2024,2024-04-11,2,14,Mumbai Indians,Royal Challengers Bengaluru,1.0,Mumbai Indians
1426263,2024,2024-04-11,2,15,Mumbai Indians,Royal Challengers Bengaluru,1.0,Mumbai Indians
1426263,2024,2024-04-11,2,16,Mumbai Indians,Royal Challengers Bengaluru,1.0,Mumbai Indians
1426264,2024,2024-04-12,2,13,Delhi Capitals,Lucknow Super Giants,0.9355,Delhi Capitals
1426264,2024,2024-04-12,2,14,Delhi Capitals,Lucknow Super Giants,1.0,Delhi Capitals
1426264,2024,2024-04-12,2,15,Delhi Capitals,Lucknow Super Giants,1.0,Delhi Capitals
1426265,2024,2024-04-13,2,11,Rajasthan Royals,Punjab Kings,0.8624,Rajasthan Royals
1426266,2024,2024-04-14,2,1,Kolkata Knight Riders,Lucknow Super Giants,0.8557,Kolkata Knight Riders
1426266,2024,2024-04-14,2,2,Kolkata Knight Riders,Lucknow Super Giants,0.8557,Kolkata Knight Riders
1426266,2024,2024-04-14,2,3,Kolkata Knight Riders,Lucknow Super Giants,0.8557,Kolkata Knight Riders
1426266,2024,2024-04-14,2,7,Kolkata Knight Riders,Lucknow Super Giants,0.879,Kolkata Knight Riders
1426266,2024,2024-04-14,2,8,Kolkata Knight Riders,Lucknow Super Giants,0.879,Kolkata Knight Riders
1426266,2024,2024-04-14,2,9,Kolkata Knight Riders,Lucknow Super Giants,0.879,Kolkata Knight Riders
1426266,2024,2024-04-14,2,10,Kolkata Knight Riders,Lucknow Super Giants,0.94,Kolkata Knight Riders
1426266,2024,2024-04-14,2,11,Kolkata Knight Riders,Lucknow Super Giants,0.92,Kolkata Knight Riders
1426266,2024,2024-04-14,2,12,Kolkata Knight Riders,Lucknow Super Giants,0.92,Kolkata Knight Riders
1426266,2024,2024-04-14,2,13,Kolkata Knight Riders,Lucknow Super Giants,1.0,Kolkata Knight Riders
1426266,2024,2024-04-14,2,14,Kolkata Knight Riders,Lucknow Super Giants,1.0,Kolkata Knight Riders
1426266,2024,2024-04-14,2,15,Kolkata Knight Riders,Lucknow Super Giants,1.0,Kolkata Knight Riders
1426266,2024,2024-04-14,2,16,Kolkata Knight Riders,Lucknow Super Giants,0.9916,Kolkata Knight Riders
1426267,2024,2024-04-14,2,20,Mumbai Indians,Chennai Super Kings,0.858,Chennai Super Kings
1426269,2024,2024-04-16,2,7,Rajasthan Royals,Kolkata Knight Riders,0.879,Rajasthan Royals
1426269,2024,2024-04-16,2,8,Rajasthan Royals,Kolkata Knight Riders,0.879,Rajasthan Royals
1426272,2024,2024-04-19,2,11,Lucknow Super Giants,Chennai Super Kings,0.9646,Lucknow Super Giants
1426272,2024,2024-04-19,2,12,Lucknow Super Giants,Chennai Super Kings,0.8696,Lucknow Super Giants
1426272,2024,2024-04-19,2,13,Lucknow Super Giants,Chennai Super Kings,0.8696,Lucknow Super Giants
1426272,2024,2024-04-19,2,14,Lucknow Super Giants,Chennai Super Kings,0.8696,Lucknow Super Giants
1426272,2024,2024-04-19,2,15,Lucknow Super Giants,Chennai Super Kings,0.8696,Lucknow Super Giants
1426272,2024,2024-04-19,2,17,Lucknow Super Giants,Chennai Super Kings,1.0,Lucknow Super Giants
1426272,2024,2024-04-19,2,18,Lucknow Super Giants,Chennai Super Kings,0.94,Lucknow Super Giants
1426272,2024,2024-04-19,2,19,Lucknow Super Giants,Chennai Super Kings,0.9789,Lucknow Super Giants
1426273,2024,2024-04-20,2,8,Delhi Capitals,Sunrisers Hyderabad,0.94,Sunrisers Hyderabad
1426274,2024,2024-04-21,2,11,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9109,Kolkata Knight Riders
1426276,2024,2024-04-22,2,6,Rajasthan Royals,Mumbai Indians,0.8516,Rajasthan Royals
1426276,2024,2024-04-22,2,7,Rajasthan Royals,Mumbai Indians,0.8585,Rajasthan Royals
1426276,2024,2024-04-22,2,10,Rajasthan Royals,Mumbai Indians,0.8585,Rajasthan Royals
1426276,2024,2024-04-22,2,11,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,12,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,13,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,14,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,15,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,16,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,17,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,18,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426276,2024,2024-04-22,2,19,Rajasthan Royals,Mumbai Indians,1.0,Rajasthan Royals
1426277,2024,2024-04-23,2,20,Lucknow Super Giants,Chennai Super Kings,0.858,Lucknow Super Giants
1426280,2024,2024-04-26,2,11,Punjab Kings,Kolkata Knight Riders,0.8624,Punjab Kings
1426280,2024,2024-04-26,2,12,Punjab Kings,Kolkata Knight Riders,0.9646,Punjab Kings
1426280,2024,2024-04-26,2,13,Punjab Kings,Kolkata Knight Riders,0.9355,Punjab Kings
1426280,2024,2024-04-26,2,14,Punjab Kings,Kolkata Knight Riders,0.9355,Punjab Kings
1426280,2024,2024-04-26,2,15,Punjab Kings,Kolkata Knight Riders,0.9355,Punjab Kings
1426280,2024,2024-04-26,2,16,Punjab Kings,Kolkata Knight Riders,0.9009,Punjab Kings
1426280,2024,2024-04-26,2,17,Punjab Kings,Kolkata Knight Riders,0.965,Punjab Kings
1426280,2024,2024-04-26,2,18,Punjab Kings,Kolkata Knight Riders,0.989,Punjab Kings
1426280,2024,2024-04-26,2,19,Punjab Kings,Kolkata Knight Riders,0.989,Punjab Kings
1426282,2024,2024-04-27,2,16,Rajasthan Royals,Lucknow Super Giants,0.9009,Rajasthan Royals
1426282,2024,2024-04-27,2,17,Rajasthan Royals,Lucknow Super Giants,0.9683,Rajasthan Royals
1426282,2024,2024-04-27,2,18,Rajasthan Royals,Lucknow Super Giants,0.9916,Rajasthan Royals
1426282,2024,2024-04-27,2,19,Rajasthan Royals,Lucknow Super Giants,0.9916,Rajasthan Royals
1426283,2024,2024-04-28,2,11,Royal Challengers Bengaluru,Gujarat Titans,0.8624,Royal Challengers Bengaluru
1426283,2024,2024-04-28,2,12,Royal Challengers Bengaluru,Gujarat Titans,0.8624,Royal Challengers Bengaluru
1426283,2024,2024-04-28,2,13,Royal Challengers Bengaluru,Gujarat Titans,0.8624,Royal Challengers Bengaluru
1426283,2024,2024-04-28,2,14,Royal Challengers Bengaluru,Gujarat Titans,0.9646,Royal Challengers Bengaluru
1426283,2024,2024-04-28,2,15,Royal Challengers Bengaluru,Gujarat Titans,1.0,Royal Challengers Bengaluru
1426283,2024,2024-04-28,2,16,Royal Challengers Bengaluru,Gujarat Titans,1.0,Royal Challengers Bengaluru
1426285,2024,2024-04-29,2,1,Kolkata Knight Riders,Delhi Capitals,0.8557,Kolkata Knight Riders
1426285,2024,2024-04-29,2,2,Kolkata Knight Riders,Delhi Capitals,0.8557,Kolkata Knight Riders
1426285,2024,2024-04-29,2,3,Kolkata Knight Riders,Delhi Capitals,0.8557,Kolkata Knight Riders
1426285,2024,2024-04-29,2,4,Kolkata Knight Riders,Delhi Capitals,0.9206,Kolkata Knight Riders
1426285,2024,2024-04-29,2,5,Kolkata Knight Riders,Delhi Capitals,0.9206,Kolkata Knight Riders
1426285,2024,2024-04-29,2,6,Kolkata Knight Riders,Delhi Capitals,0.9206,Kolkata Knight Riders
1426285,2024,2024-04-29,2,7,Kolkata Knight Riders,Delhi Capitals,0.9836,Kolkata Knight Riders
1426285,2024,2024-04-29,2,8,Kolkata Knight Riders,Delhi Capitals,0.9836,Kolkata Knight Riders
1426285,2024,2024-04-29,2,9,Kolkata Knight Riders,Delhi Capitals,0.94,Kolkata Knight Riders
1426285,2024,2024-04-29,2,10,Kolkata Knight Riders,Delhi Capitals,0.94,Kolkata Knight Riders
1426285,2024,2024-04-29,2,11,Kolkata Knight Riders,Delhi Capitals,1.0,Kolkata Knight Riders
1426285,2024,2024-04-29,2,12,Kolkata Knight Riders,Delhi Capitals,1.0,Kolkata Knight Riders
1426285,2024,2024-04-29,2,13,Kolkata Knight Riders,Delhi Capitals,1.0,Kolkata Knight Riders
1426285,2024,2024-04-29,2,14,Kolkata Knight Riders,Delhi Capitals,1.0,Kolkata Knight Riders
1426285,2024,2024-04-29,2,15,Kolkata Knight Riders,Delhi Capitals,1.0,Kolkata Knight Riders
1426285,2024,2024-04-29,2,16,Kolkata Knight Riders,Delhi Capitals,0.9916,Kolkata Knight Riders
1426285,2024,2024-04-29,2,17,Kolkata Knight Riders,Delhi Capitals,0.9916,Kolkata Knight Riders
1426286,2024,2024-04-30,2,5,Lucknow Super Giants,Mumbai Indians,0.8516,Lucknow Super Giants
1426286,2024,2024-04-30,2,6,Lucknow Super Giants,Mumbai Indians,0.8516,Lucknow Super Giants
1426286,2024,2024-04-30,2,7,Lucknow Super Giants,Mumbai Indians,0.8585,Lucknow Super Giants
1426286,2024,2024-04-30,2,11,Lucknow Super Giants,Mumbai Indians,0.9,Lucknow Super Giants
1426286,2024,2024-04-30,2,13,Lucknow Super Giants,Mumbai Indians,0.9,Lucknow Super Giants
1426286,2024,2024-04-30,2,16,Lucknow Super Giants,Mumbai Indians,0.9742,Lucknow Super Giants
1426287,2024,2024-05-01,2,7,Punjab Kings,Chennai Super Kings,0.9322,Punjab Kings
1426287,2024,2024-05-01,2,8,Punjab Kings,Chennai Super Kings,0.9322,Punjab Kings
1426287,2024,2024-05-01,2,9,Punjab Kings,Chennai Super Kings,0.9322,Punjab Kings
1426287,2024,2024-05-01,2,11,Punjab Kings,Chennai Super Kings,0.9355,Punjab Kings
1426287,2024,2024-05-01,2,12,Punjab Kings,Chennai Super Kings,0.9355,Punjab Kings
1426287,2024,2024-05-01,2,13,Punjab Kings,Chennai Super Kings,0.9355,Punjab Kings
1426287,2024,2024-05-01,2,14,Punjab Kings,Chennai Super Kings,1.0,Punjab Kings
1426287,2024,2024-05-01,2,15,Punjab Kings,Chennai Super Kings,0.9355,Punjab Kings
1426287,2024,2024-05-01,2,16,Punjab Kings,Chennai Super Kings,0.989,Punjab Kings
1426287,2024,2024-05-01,2,17,Punjab Kings,Chennai Super Kings,0.989,Punjab Kings
1426287,2024,2024-05-01,2,18,Punjab Kings,Chennai Super Kings,0.989,Punjab Kings
1426288,2024,2024-05-02,2,15,Rajasthan Royals,Sunrisers Hyderabad,0.9571,Sunrisers Hyderabad
1426288,2024,2024-05-02,2,17,Rajasthan Royals,Sunrisers Hyderabad,0.9742,Sunrisers Hyderabad
1426290,2024,2024-05-04,2,4,Royal Challengers Bengaluru,Gujarat Titans,0.9286,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,5,Royal Challengers Bengaluru,Gujarat Titans,0.9286,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,6,Royal Challengers Bengaluru,Gujarat Titans,0.9286,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,7,Royal Challengers Bengaluru,Gujarat Titans,0.94,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,11,Royal Challengers Bengaluru,Gujarat Titans,0.9868,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,12,Royal Challengers Bengaluru,Gujarat Titans,0.9868,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,13,Royal Challengers Bengaluru,Gujarat Titans,0.9868,Royal Challengers Bengaluru
1426290,2024,2024-05-04,2,14,Royal Challengers Bengaluru,Gujarat Titans,0.9868,Royal Challengers Bengaluru
1426293,2024,2024-05-06,2,1,Mumbai Indians,Sunrisers Hyderabad,0.8557,Mumbai Indians
1426293,2024,2024-05-06,2,2,Mumbai Indians,Sunrisers Hyderabad,0.8557,Mumbai Indians
1426293,2024,2024-05-06,2,7,Mumbai Indians,Sunrisers Hyderabad,0.879,Mumbai Indians
1426293,2024,2024-05-06,2,8,Mumbai Indians,Sunrisers Hyderabad,0.879,Mumbai Indians
1426293,2024,2024-05-06,2,13,Mumbai Indians,Sunrisers Hyderabad,0.92,Mumbai Indians
1426293,2024,2024-05-06,2,14,Mumbai Indians,Sunrisers Hyderabad,0.92,Mumbai Indians
1426293,2024,2024-05-06,2,15,Mumbai Indians,Sunrisers Hyderabad,0.92,Mumbai Indians
1426293,2024,2024-05-06,2,16,Mumbai Indians,Sunrisers Hyderabad,0.9683,Mumbai Indians
1426293,2024,2024-05-06,2,17,Mumbai Indians,Sunrisers Hyderabad,0.9916,Mumbai Indians
1426293,2024,2024-05-06,2,18,Mumbai Indians,Sunrisers Hyderabad,0.9916,Mumbai Indians
1426295,2024,2024-05-08,2,4,Sunrisers Hyderabad,Lucknow Super Giants,0.9286,Sunrisers Hyderabad
1426295,2024,2024-05-08,2,5,Sunrisers Hyderabad,Lucknow Super Giants,0.9286,Sunrisers Hyderabad
1426295,2024,2024-05-08,2,6,Sunrisers Hyderabad,Lucknow Super Giants,0.9286,Sunrisers Hyderabad
1426295,2024,2024-05-08,2,7,Sunrisers Hyderabad,Lucknow Super Giants,0.9948,Sunrisers Hyderabad
1426295,2024,2024-05-08,2,8,Sunrisers Hyderabad,Lucknow Super Giants,0.9948,Sunrisers Hyderabad
1426295,2024,2024-05-08,2,9,Sunrisers Hyderabad,Lucknow Super Giants,0.9948,Sunrisers Hyderabad
1426295,2024,2024-05-08,2,10,Sunrisers Hyderabad,Lucknow Super Giants,0.9948,Sunrisers Hyderabad
1426298,2024,2024-05-11,2,4,Mumbai Indians,Kolkata Knight Riders,0.9286,Kolkata Knight Riders
1426298,2024,2024-05-11,2,5,Mumbai Indians,Kolkata Knight Riders,0.9286,Kolkata Knight Riders
1426298,2024,2024-05-11,2,15,Mumbai Indians,Kolkata Knight Riders,0.9868,Kolkata Knight Riders
1426299,2024,2024-05-12,2,7,Chennai Super Kings,Rajasthan Royals,0.8876,Chennai Super Kings
1426299,2024,2024-05-12,2,8,Chennai Super Kings,Rajasthan Royals,0.879,Chennai Super Kings
1426299,2024,2024-05-12,2,9,Chennai Super Kings,Rajasthan Royals,0.879,Chennai Super Kings
1426299,2024,2024-05-12,2,10,Chennai Super Kings,Rajasthan Royals,0.879,Chennai Super Kings
1426299,2024,2024-05-12,2,11,Chennai Super Kings,Rajasthan Royals,0.92,Chennai Super Kings
1426299,2024,2024-05-12,2,16,Chennai Super Kings,Rajasthan Royals,0.9851,Chennai Super Kings
1426299,2024,2024-05-12,2,17,Chennai Super Kings,Rajasthan Royals,0.9851,Chennai Super Kings
1426299,2024,2024-05-12,2,18,Chennai Super Kings,Rajasthan Royals,0.858,Chennai Super Kings
1426299,2024,2024-05-12,2,19,Chennai Super Kings,Rajasthan Royals,0.858,Chennai Super Kings
1426307,2024,2024-05-19,2,7,Sunrisers Hyderabad,Punjab Kings,0.879,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,8,Sunrisers Hyderabad,Punjab Kings,0.879,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,9,Sunrisers Hyderabad,Punjab Kings,0.879,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,10,Sunrisers Hyderabad,Punjab Kings,0.94,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,11,Sunrisers Hyderabad,Punjab Kings,0.92,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,12,Sunrisers Hyderabad,Punjab Kings,1.0,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,13,Sunrisers Hyderabad,Punjab Kings,1.0,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,14,Sunrisers Hyderabad,Punjab Kings,0.9868,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,15,Sunrisers Hyderabad,Punjab Kings,0.9868,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,16,Sunrisers Hyderabad,Punjab Kings,0.858,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,17,Sunrisers Hyderabad,Punjab Kings,0.858,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,18,Sunrisers Hyderabad,Punjab Kings,0.858,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,19,Sunrisers Hyderabad,Punjab Kings,0.858,Sunrisers Hyderabad
1426307,2024,2024-05-19,2,20,Sunrisers Hyderabad,Punjab Kings,0.858,Sunrisers Hyderabad
1426309,2024,2024-05-21,2,4,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426309,2024,2024-05-21,2,5,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426309,2024,2024-05-21,2,6,Kolkata Knight Riders,Sunrisers Hyderabad,0.8516,Kolkata Knight Riders
1426309,2024,2024-05-21,2,8,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426309,2024,2024-05-21,2,9,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426309,2024,2024-05-21,2,10,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426309,2024,2024-05-21,2,11,Kolkata Knight Riders,Sunrisers Hyderabad,1.0,Kolkata Knight Riders
1426309,2024,2024-05-21,2,12,Kolkata Knight Riders,Sunrisers Hyderabad,1.0,Kolkata Knight Riders
1426309,2024,2024-05-21,2,13,Kolkata Knight Riders,Sunrisers Hyderabad,1.0,Kolkata Knight Riders
1426309,2024,2024-05-21,2,14,Kolkata Knight Riders,Sunrisers Hyderabad,1.0,Kolkata Knight Riders
1426310,2024,2024-05-22,2,8,Rajasthan Royals,Royal Challengers Bengaluru,0.8876,Rajasthan Royals
1426310,2024,2024-05-22,2,16,Rajasthan Royals,Royal Challengers Bengaluru,0.9851,Rajasthan Royals
1426310,2024,2024-05-22,2,17,Rajasthan Royals,Royal Challengers Bengaluru,0.9851,Rajasthan Royals
1426310,2024,2024-05-22,2,18,Rajasthan Royals,Royal Challengers Bengaluru,0.9851,Rajasthan Royals
1426310,2024,2024-05-22,2,19,Rajasthan Royals,Royal Challengers Bengaluru,0.858,Rajasthan Royals
1426312,2024,2024-05-26,2,4,Kolkata Knight Riders,Sunrisers Hyderabad,0.9286,Kolkata Knight Riders
1426312,2024,2024-05-26,2,5,Kolkata Knight Riders,Sunrisers Hyderabad,0.9286,Kolkata Knight Riders
1426312,2024,2024-05-26,2,6,Kolkata Knight Riders,Sunrisers Hyderabad,0.9286,Kolkata Knight Riders
1426312,2024,2024-05-26,2,7,Kolkata Knight Riders,Sunrisers Hyderabad,0.9948,Kolkata Knight Riders
1426312,2024,2024-05-26,2,8,Kolkata Knight Riders,Sunrisers Hyderabad,0.9948,Kolkata Knight Riders
1426312,2024,2024-05-26,2,9,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426312,2024,2024-05-26,2,10,Kolkata Knight Riders,Sunrisers Hyderabad,0.94,Kolkata Knight Riders
1426312,2024,2024-05-26,2,11,Kolkata Knight Riders,Sunrisers Hyderabad,1.0,Kolkata Knight Riders
1473438,2025,2025-03-22,2,4,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9286,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,5,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9286,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,6,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9286,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,7,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9948,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,8,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9948,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,11,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9646,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,12,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9109,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,13,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9109,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,14,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9109,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,15,Royal Challengers Bengaluru,Kolkata Knight Riders,1.0,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,16,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9789,Royal Challengers Bengaluru
1473438,2025,2025-03-22,2,17,Royal Challengers Bengaluru,Kolkata Knight Riders,0.9789,Royal Challengers Bengaluru
1473440,2025,2025-03-23,2,4,Chennai Super Kings,Mumbai Indians,0.8516,Chennai Super Kings
1473440,2025,2025-03-23,2,5,Chennai Super Kings,Mumbai Indians,0.8516,Chennai Super Kings
1473440,2025,2025-03-23,2,6,Chennai Super Kings,Mumbai Indians,0.8516,Chennai Super Kings
1473440,2025,2025-03-23,2,7,Chennai Super Kings,Mumbai Indians,0.9948,Chennai Super Kings
1473440,2025,2025-03-23,2,9,Chennai Super Kings,Mumbai Indians,0.94,Chennai Super Kings
1473440,2025,2025-03-23,2,11,Chennai Super Kings,Mumbai Indians,0.9,Chennai Super Kings
1473441,2025,2025-03-24,2,16,Delhi Capitals,Lucknow Super Giants,0.8545,Delhi Capitals
